Time,X,Y,Theta,X_Dest,Y_Dest,Lin_Vel,Ang_Vel
"12:39:15,049",3.82143,0.994721,6.28043,NaN,NaN,NaN,NaN
"12:39:15,102",NaN,NaN,NaN,NaN,NaN,1.49242,0.0160693
"12:39:15,149",3.97112,0.994451,6.28227,NaN,NaN,NaN,NaN
"12:39:15,159",3.98598,0.994437,6.28239,NaN,NaN,NaN,NaN
"12:39:15,178",4.01556,1.00019,0.00763376,NaN,NaN,NaN,NaN
"12:39:15,196",4.04167,1.00619,0.0163696,NaN,NaN,NaN,NaN
"12:39:15,204",NaN,NaN,NaN,NaN,NaN,1.4867,-0.0242304
"12:39:15,214",4.06583,1.00646,0.0168171,NaN,NaN,NaN,NaN
"12:39:15,239",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:15,302",NaN,NaN,NaN,NaN,NaN,1.49549,-0.0118432
"12:39:15,322",4.22704,1.00073,0.0021727,NaN,NaN,NaN,NaN
"12:39:15,403",NaN,NaN,NaN,NaN,NaN,1.49259,-0.00266623
"12:39:15,422",4.37679,1.00104,0.0019713,NaN,NaN,NaN,NaN
"12:39:15,439",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:15,502",NaN,NaN,NaN,NaN,NaN,1.49802,0.00107389
"12:39:15,522",4.52637,1.00133,0.00168935,NaN,NaN,NaN,NaN
"12:39:15,602",NaN,NaN,NaN,NaN,NaN,1.49827,-0.00305923
"12:39:15,622",4.67637,1.00158,0.00144767,NaN,NaN,NaN,NaN
"12:39:15,639",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:15,703",NaN,NaN,NaN,NaN,NaN,1.49382,-0.00657886
"12:39:15,722",4.82609,1.00173,0.000642081,NaN,NaN,NaN,NaN
"12:39:15,803",NaN,NaN,NaN,NaN,NaN,1.49907,-0.0111745
"12:39:15,812",4.96107,1.00178,0.000158762,NaN,NaN,NaN,NaN
"12:39:15,839",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:15,849",5.02333,1.00115,0.00262128,NaN,NaN,NaN,NaN
"12:39:15,884",5.07551,1.00206,6.28273,NaN,NaN,NaN,NaN
"12:39:15,903",NaN,NaN,NaN,NaN,NaN,1.49784,0.000159398
"12:39:15,993",5.23981,1.00144,6.27993,NaN,NaN,NaN,NaN
"12:39:16,003",NaN,NaN,NaN,NaN,NaN,1.49597,0.0023877
"12:39:16,039",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:16,092",5.3896,1.00095,6.27997,NaN,NaN,NaN,NaN
"12:39:16,103",NaN,NaN,NaN,NaN,NaN,1.50353,-0.00136881
"12:39:16,192",5.54035,1.00046,6.27973,NaN,NaN,NaN,NaN
"12:39:16,203",NaN,NaN,NaN,NaN,NaN,1.50044,0.00344029
"12:39:16,239",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:16,292",5.68993,1.00001,6.2805,NaN,NaN,NaN,NaN
"12:39:16,303",NaN,NaN,NaN,NaN,NaN,1.49331,0.00287783
"12:39:16,393",5.84142,0.999635,6.28102,NaN,NaN,NaN,NaN
"12:39:16,403",NaN,NaN,NaN,NaN,NaN,1.4994,0.00820913
"12:39:16,439",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:16,485",5.97926,0.999374,6.28142,NaN,NaN,NaN,NaN
"12:39:16,493",5.99003,1.00302,0.0069176,NaN,NaN,NaN,NaN
"12:39:16,503",6.00496,1.00312,0.00643425,NaN,NaN,NaN,NaN
"12:39:16,510",NaN,NaN,NaN,NaN,NaN,1.49821,-0.00942861
"12:39:16,522",6.03189,1.007,0.00808389,NaN,NaN,NaN,NaN
"12:39:16,540",6.05613,1.00698,0.00385243,NaN,NaN,NaN,NaN
"12:39:16,558",6.08134,1.00388,6.27801,NaN,NaN,NaN,NaN
"12:39:16,604",NaN,NaN,NaN,NaN,NaN,1.35201,0.024144
"12:39:16,639",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:16,666",6.22169,0.999787,6.27614,NaN,NaN,NaN,NaN
"12:39:16,703",NaN,NaN,NaN,NaN,NaN,1.17613,0.0154394
"12:39:16,766",6.33068,0.9991,6.27786,NaN,NaN,NaN,NaN
"12:39:16,804",NaN,NaN,NaN,NaN,NaN,1.0301,0.0184043
"12:39:16,840",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:16,866",6.42593,0.998676,6.27935,NaN,NaN,NaN,NaN
"12:39:16,904",NaN,NaN,NaN,NaN,NaN,0.897667,0.0133316
"12:39:16,966",6.5091,0.998431,6.28084,NaN,NaN,NaN,NaN
"12:39:17,004",NaN,NaN,NaN,NaN,NaN,0.779931,0.0141999
"12:39:17,040",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:17,066",6.58124,0.998318,6.28224,NaN,NaN,NaN,NaN
"12:39:17,104",NaN,NaN,NaN,NaN,NaN,0.67713,0.0117354
"12:39:17,167",6.64433,0.998294,0.000341787,NaN,NaN,NaN,NaN
"12:39:17,204",NaN,NaN,NaN,NaN,NaN,0.586074,0.0119832
"12:39:17,240",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:17,267",6.69776,0.998334,0.00134878,NaN,NaN,NaN,NaN
"12:39:17,305",NaN,NaN,NaN,NaN,NaN,0.504069,0.00676612
"12:39:17,367",6.74475,0.998416,0.00227521,NaN,NaN,NaN,NaN
"12:39:17,405",NaN,NaN,NaN,NaN,NaN,0.435675,0.00703664
"12:39:17,440",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:17,467",6.78471,0.998524,0.00312109,NaN,NaN,NaN,NaN
"12:39:17,505",NaN,NaN,NaN,NaN,NaN,0.3745,0.00654586
"12:39:17,567",6.8191,0.998645,0.00404752,NaN,NaN,NaN,NaN
"12:39:17,605",NaN,NaN,NaN,NaN,NaN,0.320756,0.00708521
"12:39:17,640",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:17,667",6.8485,0.998772,0.00481283,NaN,NaN,NaN,NaN
"12:39:17,705",NaN,NaN,NaN,NaN,NaN,0.273917,0.0108856
"12:39:17,767",6.87354,0.9989,0.00537675,NaN,NaN,NaN,NaN
"12:39:17,805",NaN,NaN,NaN,NaN,NaN,0.233404,0.00509071
"12:39:17,840",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:17,868",6.89488,0.999023,0.0062629,NaN,NaN,NaN,NaN
"12:39:17,905",NaN,NaN,NaN,NaN,NaN,0.198419,0.00619529
"12:39:17,913",6.90358,0.999078,0.0064643,NaN,NaN,NaN,NaN
"12:39:17,926",6.94154,1.00505,0.0148306,NaN,NaN,NaN,NaN
"12:39:17,944",6.98066,1.01102,0.023486,NaN,NaN,NaN,NaN
"12:39:17,963",6.98241,1.01098,0.0230499,NaN,NaN,NaN,NaN
"12:39:17,979",6.94679,1.00501,0.0127689,NaN,NaN,NaN,NaN
"12:39:17,998",6.91531,0.999047,0.00428206,NaN,NaN,NaN,NaN
"12:39:18,006",NaN,NaN,NaN,NaN,NaN,0.0973472,-0.0252711
"12:39:18,017",6.92169,0.999043,0.00545491,NaN,NaN,NaN,NaN
"12:39:18,034",6.96086,1.00502,0.0137062,NaN,NaN,NaN,NaN
"12:39:18,042",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:18,052",6.99358,1.011,0.022999,NaN,NaN,NaN,NaN
"12:39:18,071",6.98711,1.011,0.0226528,NaN,NaN,NaN,NaN
"12:39:18,088",6.95087,1.00501,0.0149573,NaN,NaN,NaN,NaN
"12:39:18,105",NaN,NaN,NaN,NaN,NaN,0.0807199,-0.005178
"12:39:18,113",6.9234,0.999032,0.00586865,NaN,NaN,NaN,NaN
"12:39:18,127",6.96226,1.00503,0.0139362,NaN,NaN,NaN,NaN
"12:39:18,149",7.0009,1.01103,0.0200599,NaN,NaN,NaN,NaN
"12:39:18,164",6.96339,1.00503,0.0125365,NaN,NaN,NaN,NaN
"12:39:18,182",6.92657,0.999,0.00508209,NaN,NaN,NaN,NaN
"12:39:18,200",6.92974,0.998983,0.00610456,NaN,NaN,NaN,NaN
"12:39:18,208",NaN,NaN,NaN,NaN,NaN,0.0730459,0.00854561
"12:39:18,221",6.97198,1.00501,0.0140051,NaN,NaN,NaN,NaN
"12:39:18,235",6.97062,1.00503,0.0110424,NaN,NaN,NaN,NaN
"12:39:18,243",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:18,254",6.96939,1.00504,0.00650201,NaN,NaN,NaN,NaN
"12:39:18,271",6.96988,1.00501,0.00636456,NaN,NaN,NaN,NaN
"12:39:18,289",6.97276,1.00499,0.013618,NaN,NaN,NaN,NaN
"12:39:18,305",NaN,NaN,NaN,NaN,NaN,0.0688742,-0.0125123
"12:39:18,313",6.9764,1.005,0.0185307,NaN,NaN,NaN,NaN
"12:39:18,325",6.97592,1.00503,0.0117554,NaN,NaN,NaN,NaN
"12:39:18,343",6.97613,1.00504,0.00527574,NaN,NaN,NaN,NaN
"12:39:18,361",6.97831,1.00502,0.00504618,NaN,NaN,NaN,NaN
"12:39:18,379",6.98109,1.00498,0.00942399,NaN,NaN,NaN,NaN
"12:39:18,397",6.98358,1.00498,0.0148698,NaN,NaN,NaN,NaN
"12:39:18,406",NaN,NaN,NaN,NaN,NaN,0.0539122,-0.0102198
"12:39:18,415",6.98435,1.00501,0.016562,NaN,NaN,NaN,NaN
"12:39:18,434",6.98374,1.00504,0.0126485,NaN,NaN,NaN,NaN
"12:39:18,442",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:18,452",6.98318,1.00504,0.00930719,NaN,NaN,NaN,NaN
"12:39:18,472",6.98334,1.005,0.00651646,NaN,NaN,NaN,NaN
"12:39:18,490",6.98555,1.00501,0.0115662,NaN,NaN,NaN,NaN
"12:39:18,506",NaN,NaN,NaN,NaN,NaN,0.0440152,-0.00971428
"12:39:18,514",6.98719,1.00503,0.0162752,NaN,NaN,NaN,NaN
"12:39:18,525",6.98618,1.00502,0.0101868,NaN,NaN,NaN,NaN
"12:39:18,544",6.98617,1.005,0.00444841,NaN,NaN,NaN,NaN
"12:39:18,562",6.98758,1.00499,0.00418995,NaN,NaN,NaN,NaN
"12:39:18,580",6.99004,1.00499,0.00928023,NaN,NaN,NaN,NaN
"12:39:18,597",6.99102,1.00501,0.0129858,NaN,NaN,NaN,NaN
"12:39:18,605",NaN,NaN,NaN,NaN,NaN,0.0365706,-0.0110412
"12:39:18,615",6.99064,1.00503,0.0128035,NaN,NaN,NaN,NaN
"12:39:18,633",6.99025,1.00502,0.00968489,NaN,NaN,NaN,NaN
"12:39:18,641",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:18,652",6.99117,1.005,0.00647372,NaN,NaN,NaN,NaN
"12:39:18,671",6.9924,1.00498,0.00580651,NaN,NaN,NaN,NaN
"12:39:18,688",6.99362,1.00498,0.00458189,NaN,NaN,NaN,NaN
"12:39:18,706",NaN,NaN,NaN,NaN,NaN,0.0271774,-0.0101026
"12:39:18,714",6.99486,1.00501,0.00750403,NaN,NaN,NaN,NaN
"12:39:18,725",6.99373,1.00501,0.00843252,NaN,NaN,NaN,NaN
"12:39:18,743",6.99261,1.005,0.0095804,NaN,NaN,NaN,NaN
"12:39:18,761",6.99332,1.005,0.00511074,NaN,NaN,NaN,NaN
"12:39:18,779",6.99504,1.005,0.00240062,NaN,NaN,NaN,NaN
"12:39:18,797",6.99684,1.005,0.0044348,NaN,NaN,NaN,NaN
"12:39:18,806",NaN,NaN,NaN,NaN,NaN,0.0183671,-0.00267957
"12:39:18,815",6.99713,1.005,0.00619844,NaN,NaN,NaN,NaN
"12:39:18,833",6.9966,1.00501,0.00874707,NaN,NaN,NaN,NaN
"12:39:18,841",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:18,851",6.99569,1.00501,0.0083977,NaN,NaN,NaN,NaN
"12:39:18,871",6.99536,1.005,0.00634387,NaN,NaN,NaN,NaN
"12:39:18,891",6.99693,1.00499,0.00249317,NaN,NaN,NaN,NaN
"12:39:18,905",NaN,NaN,NaN,NaN,NaN,0.0138536,0.000284956
"12:39:18,913",6.99752,1.005,0.00666027,NaN,NaN,NaN,NaN
"12:39:18,926",6.99737,1.005,0.00727307,NaN,NaN,NaN,NaN
"12:39:18,943",6.99711,1.005,0.00715813,NaN,NaN,NaN,NaN
"12:39:18,962",6.997,1.005,0.00652502,NaN,NaN,NaN,NaN
"12:39:18,979",6.99707,1.005,0.00585659,NaN,NaN,NaN,NaN
"12:39:18,998",6.99832,1.005,0.00315473,NaN,NaN,NaN,NaN
"12:39:19,007",NaN,NaN,NaN,NaN,NaN,0.0117626,-0.00154286
"12:39:19,016",6.99943,1.005,0.000779906,NaN,NaN,NaN,NaN
"12:39:19,034",6.9993,1.005,0.000896202,NaN,NaN,NaN,NaN
"12:39:19,042",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:19,052",6.99805,1.005,0.00461803,NaN,NaN,NaN,NaN
"12:39:19,070",6.99693,1.005,0.00465132,NaN,NaN,NaN,NaN
"12:39:19,088",6.99806,1.005,0.0032239,NaN,NaN,NaN,NaN
"12:39:19,106",7.0003,1.005,0.00078894,NaN,NaN,NaN,NaN
"12:39:19,114",NaN,NaN,NaN,NaN,NaN,0.0100708,-0.00211424
"12:39:19,125",7.00141,1.005,6.28293,NaN,NaN,NaN,NaN
"12:39:19,144",7.00029,1.005,0.00112797,NaN,NaN,NaN,NaN
"12:39:19,162",6.99802,1.005,0.00219295,NaN,NaN,NaN,NaN
"12:39:19,178",6.99786,1.005,0.00299027,NaN,NaN,NaN,NaN
"12:39:19,197",NaN,1.005,0.00274159,NaN,NaN,NaN,NaN
"12:39:19,207",NaN,NaN,NaN,NaN,NaN,0.00821073,-0.000547363
"12:39:19,215",7.00228,1.005,0.00567221,NaN,NaN,NaN,NaN
"12:39:19,234",7.00241,1.005,0.0064051,NaN,NaN,NaN,NaN
"12:39:19,241",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:19,253",7.00028,1.005,0.00581639,NaN,NaN,NaN,NaN
"12:39:19,270",6.99797,1.005,0.00457535,NaN,NaN,NaN,NaN
"12:39:19,289",6.99784,1.005,0.0023563,NaN,NaN,NaN,NaN
"12:39:19,307",NaN,NaN,NaN,NaN,NaN,0.00693748,-0.00166824
"12:39:19,314",7.00004,1.005,0.00124693,NaN,NaN,NaN,NaN
"12:39:19,325",7.0002,1.005,0.00263548,NaN,NaN,NaN,NaN
"12:39:19,343",7.00029,1.005,0.00531006,NaN,NaN,NaN,NaN
"12:39:19,361",7.00021,1.005,0.00805399,NaN,NaN,NaN,NaN
"12:39:19,379",7.00002,1.005,0.00913399,NaN,NaN,NaN,NaN
"12:39:19,397",6.99991,1.005,0.00282601,NaN,NaN,NaN,NaN
"12:39:19,406",NaN,NaN,NaN,NaN,NaN,0.00577698,0.000327184
"12:39:19,416",6.99998,1.005,0.000342843,NaN,NaN,NaN,NaN
"12:39:19,433",7.00016,1.005,6.28292,NaN,NaN,NaN,NaN
"12:39:19,442",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:19,453",7.00029,1.005,0.00628567,NaN,NaN,NaN,NaN
"12:39:19,469",7.00018,1.005,0.0121632,NaN,NaN,NaN,NaN
"12:39:19,489",6.99999,1.005,0.0121223,NaN,NaN,NaN,NaN
"12:39:19,507",NaN,NaN,NaN,NaN,NaN,0.00456192,-0.00226488
"12:39:19,515",6.99992,1.005,0.00661205,NaN,NaN,NaN,NaN
"12:39:19,524",7.00111,1.005,0.00217628,NaN,NaN,NaN,NaN
"12:39:19,545",7.00233,1.005,6.28245,NaN,NaN,NaN,NaN
"12:39:19,568",7.00118,1.005,0.00196482,NaN,NaN,NaN,NaN
"12:39:19,585",7.00114,1.005,0.00129913,NaN,NaN,NaN,NaN
"12:39:19,601",7.00101,1.005,0.004249,NaN,NaN,NaN,NaN
"12:39:19,609",NaN,NaN,NaN,NaN,NaN,0.00396507,-0.000395842
"12:39:19,622",7.00097,1.005,0.00633144,NaN,NaN,NaN,NaN
"12:39:19,637",7.00111,1.006,0.00321582,NaN,NaN,NaN,NaN
"12:39:19,644",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:19,655",7.00124,1.006,0.000846386,NaN,NaN,NaN,NaN
"12:39:19,677",7.0012,1.005,0.00117134,NaN,NaN,NaN,NaN
"12:39:19,691",7.0011,1.006,0.00309636,NaN,NaN,NaN,NaN
"12:39:19,706",NaN,NaN,NaN,NaN,NaN,0.00325429,0.000526825
"12:39:19,715",7.00101,1.007,0.00518156,NaN,NaN,NaN,NaN
"12:39:19,727",7.00108,1.005,0.00279999,NaN,NaN,NaN,NaN
"12:39:19,747",7.00118,1.003,0.00153993,NaN,NaN,NaN,NaN
"12:39:19,764",7.00114,1.003,0.00191548,NaN,NaN,NaN,NaN
"12:39:19,781",7.002,1.005,0.00434491,NaN,NaN,NaN,NaN
"12:39:19,799",7.00292,1.008,0.00353645,NaN,NaN,NaN,NaN
"12:39:19,807",NaN,NaN,NaN,NaN,NaN,0.00259646,0.000527509
"12:39:19,817",7.00296,1.008,0.00123024,NaN,NaN,NaN,NaN
"12:39:19,835",7.00209,1.005,0.00154209,NaN,NaN,NaN,NaN
"12:39:19,843",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:19,853",7.00118,1.002,0.00423313,NaN,NaN,NaN,NaN
"12:39:19,870",7.00112,1.002,0.00473617,NaN,NaN,NaN,NaN
"12:39:19,889",7.00199,1.005,0.00235417,NaN,NaN,NaN,NaN
"12:39:19,906",7.00292,1.008,0.000762211,NaN,NaN,NaN,NaN
"12:39:19,914",NaN,NaN,NaN,NaN,NaN,0.00213161,-0.000520543
"12:39:19,926",7.00296,1.009,0.000489486,NaN,NaN,NaN,NaN
"12:39:19,943",7.00207,1.006,0.00346018,NaN,NaN,NaN,NaN
"12:39:19,962",7.00115,1.003,0.0062673,NaN,NaN,NaN,NaN
"12:39:19,979",7.00111,1.002,0.00644471,NaN,NaN,NaN,NaN
"12:39:19,994",NaN,NaN,NaN,NaN,NaN,0.00174563,-0.000635103
"12:39:20,002",7.00202,1.004,0.0026853,NaN,NaN,NaN,NaN
"12:39:20,018",7.00232,1.005,0.00381313,NaN,NaN,NaN,NaN
"12:39:20,035",7.0024,1.006,0.00570627,NaN,NaN,NaN,NaN
"12:39:20,042",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:20,051",7.00223,1.007,0.0080425,NaN,NaN,NaN,NaN
"12:39:20,069",7.00201,1.007,0.0118288,NaN,NaN,NaN,NaN
"12:39:20,090",7.00198,1.005,0.0175888,NaN,NaN,NaN,NaN
"12:39:20,102",NaN,NaN,NaN,NaN,NaN,0.0085541,0.213095
"12:39:20,111",7.00344,1.00501,0.0247183,NaN,NaN,NaN,NaN
"12:39:20,127",7.00338,1.00501,0.0309616,NaN,NaN,NaN,NaN
"12:39:20,144",7.00305,1.00501,0.0386148,NaN,NaN,NaN,NaN
"12:39:20,162",7.00274,1.005,0.0477985,NaN,NaN,NaN,NaN
"12:39:20,180",7.00379,1.005,0.0581101,NaN,NaN,NaN,NaN
"12:39:20,198",7.00515,1.00501,0.0679384,NaN,NaN,NaN,NaN
"12:39:20,206",NaN,NaN,NaN,NaN,NaN,0.00655047,0.511954
"12:39:20,216",7.00546,1.00501,0.0795792,NaN,NaN,NaN,NaN
"12:39:20,235",7.00445,1.00502,0.0915825,NaN,NaN,NaN,NaN
"12:39:20,243",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:20,254",7.00312,1.00502,0.105157,NaN,NaN,NaN,NaN
"12:39:20,273",7.00275,1.00501,0.119819,NaN,NaN,NaN,NaN
"12:39:20,291",7.00473,1.005,0.135044,NaN,NaN,NaN,NaN
"12:39:20,303",NaN,NaN,NaN,NaN,NaN,0.00618008,0.774735
"12:39:20,311",7.00706,1.00501,0.15309,NaN,NaN,NaN,NaN
"12:39:20,328",7.00516,1.00502,0.170249,NaN,NaN,NaN,NaN
"12:39:20,348",7.00322,1.00504,0.187891,NaN,NaN,NaN,NaN
"12:39:20,366",7.00311,1.00503,0.205211,NaN,NaN,NaN,NaN
"12:39:20,384",7.00605,1.00402,0.221605,NaN,NaN,NaN,NaN
"12:39:20,402",NaN,NaN,NaN,NaN,NaN,0.00605108,0.902196
"12:39:20,411",7.00905,1.00302,0.245249,NaN,NaN,NaN,NaN
"12:39:20,423",7.00622,1.00405,0.25681,NaN,NaN,NaN,NaN
"12:39:20,440",7.00324,1.00505,0.272398,NaN,NaN,NaN,NaN
"12:39:20,449",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:20,459",7.00312,1.00503,0.289114,NaN,NaN,NaN,NaN
"12:39:20,480",7.00704,1.00402,0.308287,NaN,NaN,NaN,NaN
"12:39:20,497",7.00715,1.00405,0.323513,NaN,NaN,NaN,NaN
"12:39:20,506",NaN,NaN,NaN,NaN,NaN,0.0045135,0.899376
"12:39:20,519",7.00722,1.00406,0.342565,NaN,NaN,NaN,NaN
"12:39:20,534",7.00713,1.00405,0.356985,NaN,NaN,NaN,NaN
"12:39:20,551",7.00695,1.004,0.372815,NaN,NaN,NaN,NaN
"12:39:20,573",7.00688,1.00298,0.39231,NaN,NaN,NaN,NaN
"12:39:20,596",7.00809,1.00304,0.412772,NaN,NaN,NaN,NaN
"12:39:20,604",NaN,NaN,NaN,NaN,NaN,0.00312366,0.920577
"12:39:20,613",7.00813,1.00306,0.429488,NaN,NaN,NaN,NaN
"12:39:20,626",7.0081,1.00305,0.442458,NaN,NaN,NaN,NaN
"12:39:20,641",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:20,649",7.00809,1.00305,0.463847,NaN,NaN,NaN,NaN
"12:39:20,662",7.00813,1.00306,0.475045,NaN,NaN,NaN,NaN
"12:39:20,684",7.00809,1.00304,0.495627,NaN,NaN,NaN,NaN
"12:39:20,702",7.00806,1.00203,0.51327,NaN,NaN,NaN,NaN
"12:39:20,710",NaN,NaN,NaN,NaN,NaN,0.00277232,0.935768
"12:39:20,726",7.008,1.00101,0.535948,NaN,NaN,NaN,NaN
"12:39:20,744",7.00907,1.00204,0.552946,NaN,NaN,NaN,NaN
"12:39:20,759",7.0101,1.00305,0.566923,NaN,NaN,NaN,NaN
"12:39:20,777",7.01006,1.00303,0.583276,NaN,NaN,NaN,NaN
"12:39:20,792",7.00902,1.00202,0.597535,NaN,NaN,NaN,NaN
"12:39:20,804",NaN,NaN,NaN,NaN,NaN,0.00286116,0.94077
"12:39:20,813",7.008,1.00001,0.617313,NaN,NaN,NaN,NaN
"12:39:20,831",7.00911,1.00108,0.635117,NaN,NaN,NaN,NaN
"12:39:20,841",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:20,850",7.01012,1.00207,0.653323,NaN,NaN,NaN,NaN
"12:39:20,870",7.01005,1.00203,0.67161,NaN,NaN,NaN,NaN
"12:39:20,887",7.00896,1.00098,0.68877,NaN,NaN,NaN,NaN
"12:39:20,904",NaN,NaN,NaN,NaN,NaN,0.00244395,0.956211
"12:39:20,911",7.00793,0.999974,0.71185,NaN,NaN,NaN,NaN
"12:39:20,933",7.00905,1.00005,0.731023,NaN,NaN,NaN,NaN
"12:39:20,948",7.00904,1.00003,0.747337,NaN,NaN,NaN,NaN
"12:39:20,966",7.00903,1.00003,0.76365,NaN,NaN,NaN,NaN
"12:39:20,986",7.00901,1.00001,0.782783,NaN,NaN,NaN,NaN
"12:39:21,005",NaN,NaN,NaN,NaN,NaN,0.00229967,0.958413
"12:39:21,012",7.01006,1.00006,0.808683,NaN,NaN,NaN,NaN
"12:39:21,027",7.01001,1.00001,0.823265,NaN,NaN,NaN,NaN
"12:39:21,041",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:21,049",7.00999,0.999987,0.844452,NaN,NaN,NaN,NaN
"12:39:21,066",7.01004,1.00005,0.859758,NaN,NaN,NaN,NaN
"12:39:21,084",7.00009,1.0101,0.878408,NaN,NaN,NaN,NaN
"12:39:21,096",6.99009,1.0201,0.89025,NaN,NaN,NaN,NaN
"12:39:21,104",NaN,NaN,NaN,NaN,NaN,0.00122184,0.967311
"12:39:21,118",6.99,1.02,0.910713,NaN,NaN,NaN,NaN
"12:39:21,131",7.00004,1.01005,0.923199,NaN,NaN,NaN,NaN
"12:39:21,149",7.01006,1.00007,0.940641,NaN,NaN,NaN,NaN
"12:39:21,167",7.01104,1.00005,0.958887,NaN,NaN,NaN,NaN
"12:39:21,186",7.00197,1.00997,0.977577,NaN,NaN,NaN,NaN
"12:39:21,204",NaN,NaN,NaN,NaN,NaN,0.00111174,0.970867
"12:39:21,215",6.99194,1.01993,1.00283,NaN,NaN,NaN,NaN
"12:39:21,228",7.00103,1.01004,1.01858,NaN,NaN,NaN,NaN
"12:39:21,241",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:21,250",7.01011,1.00015,1.03925,NaN,NaN,NaN,NaN
"12:39:21,266",7.00203,1.01004,1.05584,NaN,NaN,NaN,NaN
"12:39:21,285",6.99393,1.01891,1.07461,NaN,NaN,NaN,NaN
"12:39:21,304",NaN,NaN,NaN,NaN,NaN,0.00178548,0.978558
"12:39:21,312",6.99392,1.0179,1.10083,NaN,NaN,NaN,NaN
"12:39:21,324",7.00204,1.00908,1.11259,NaN,NaN,NaN,NaN
"12:39:21,341",7.01013,1.00019,1.1283,NaN,NaN,NaN,NaN
"12:39:21,356",7.01008,1.0001,1.143,NaN,NaN,NaN,NaN
"12:39:21,372",7.00296,1.00893,1.15968,NaN,NaN,NaN,NaN
"12:39:21,391",6.9959,1.01787,1.17736,NaN,NaN,NaN,NaN
"12:39:21,404",NaN,NaN,NaN,NaN,NaN,0.00103695,0.979944
"12:39:21,412",6.99595,1.01797,1.19923,NaN,NaN,NaN,NaN
"12:39:21,425",7.003,1.00899,1.21172,NaN,NaN,NaN,NaN
"12:39:21,442",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:21,451",7.01007,1.00008,1.23665,NaN,NaN,NaN,NaN
"12:39:21,462",7.003,1.00899,1.24837,NaN,NaN,NaN,NaN
"12:39:21,479",6.99694,1.01795,1.26481,NaN,NaN,NaN,NaN
"12:39:21,498",6.99795,1.01799,1.28358,NaN,NaN,NaN,NaN
"12:39:21,806",NaN,NaN,NaN,NaN,NaN,0.00135043,0.989618
"12:39:21,817",7.006,1.00805,1.59921,NaN,NaN,NaN,NaN
"12:39:21,836",7.00801,1.00817,1.6179,NaN,NaN,NaN,NaN
"12:39:21,844",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:21,853",7.00801,1.0071,1.63469,NaN,NaN,NaN,NaN
"12:39:21,871",7.007,1.00591,1.65266,NaN,NaN,NaN,NaN
"12:39:21,891",7.00599,1.00585,1.67255,NaN,NaN,NaN,NaN
"12:39:24,209",NaN,NaN,NaN,NaN,NaN,0.00219599,0.0278285
"12:39:24,218",7.0048,1.007,3.13239,NaN,NaN,NaN,NaN
"12:39:24,237",7.00598,1.006,3.13263,NaN,NaN,NaN,NaN
"12:39:24,246",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:24,254",7.00711,1.006,3.13291,NaN,NaN,NaN,NaN
"12:39:24,273",7.00703,1.007,3.13327,NaN,NaN,NaN,NaN
"12:39:24,292",7.00486,1.008,3.13343,NaN,NaN,NaN,NaN
"12:39:24,307",NaN,NaN,NaN,NaN,NaN,0.00360607,0.0132565
"12:39:24,315",7.00276,1.00801,3.13364,NaN,NaN,NaN,NaN
"12:39:24,327",7.00492,1.007,3.1338,NaN,NaN,NaN,NaN
"12:39:24,345",7.00708,1.006,3.13392,NaN,NaN,NaN,NaN
