Time,X,Y,Theta,X_Dest,Y_Dest,Lin_Vel,Ang_Vel
"12:39:06,954",4.88037,1.03342,4.71471,NaN,NaN,NaN,NaN
"12:39:06,962",NaN,NaN,NaN,NaN,NaN,0.0690787,-0.000990841
"12:39:06,973",-6.19022,1.03173,4.70724,NaN,NaN,NaN,NaN
"12:39:06,991",-6.75643,1.03124,4.70129,NaN,NaN,NaN,NaN
"12:39:07,009",-7.28043,1.03135,4.70258,NaN,NaN,NaN,NaN
"12:39:07,027",-3.76548,1.03101,4.71445,NaN,NaN,NaN,NaN
"12:39:07,035",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:07,046",7.85936,1.02861,4.72187,NaN,NaN,NaN,NaN
"12:39:07,055",NaN,NaN,NaN,NaN,NaN,0.0600055,-0.000480411
"12:39:07,063",8.69029,1.02582,4.71765,NaN,NaN,NaN,NaN
"12:39:07,081",5.47061,1.02428,4.70804,NaN,NaN,NaN,NaN
"12:39:07,099",-9.64841,1.02446,4.69681,NaN,NaN,NaN,NaN
"12:39:07,117",-0.000113868,1.02519,4.70055,NaN,NaN,NaN,NaN
"12:39:07,136",-1.45638,1.02474,4.71593,NaN,NaN,NaN,NaN
"12:39:07,154",0.000110791,1.02281,4.72693,NaN,NaN,NaN,NaN
"12:39:07,162",NaN,NaN,NaN,NaN,NaN,0.049808,0.00055842
"12:39:07,173",0.000131417,1.0203,4.71987,NaN,NaN,NaN,NaN
"12:39:07,191",1.28191,1.0188,4.70143,NaN,NaN,NaN,NaN
"12:39:07,209",-0.000135845,1.0187,4.69032,NaN,NaN,NaN,NaN
"12:39:07,226",-0.00015902,1.01917,4.69862,NaN,NaN,NaN,NaN
"12:39:07,234",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:07,246",-2.09581,1.01953,4.71675,NaN,NaN,NaN,NaN
"12:39:07,256",NaN,NaN,NaN,NaN,NaN,0.0427434,-0.00262245
"12:39:07,264",3.34338,1.01759,4.71186,NaN,NaN,NaN,NaN
"12:39:07,283",1.87214,1.01546,4.70247,NaN,NaN,NaN,NaN
"12:39:07,300",5.62598,1.01526,4.69704,NaN,NaN,NaN,NaN
"12:39:07,318",-1.65411,1.01609,4.70837,NaN,NaN,NaN,NaN
"12:39:07,337",-1.71842,1.01617,4.72057,NaN,NaN,NaN,NaN
"12:39:07,355",7.43741,1.01553,4.72608,NaN,NaN,NaN,NaN
"12:39:07,364",NaN,NaN,NaN,NaN,NaN,0.0346624,-0.000231424
"12:39:07,374",2.88071,1.01381,4.7195,NaN,NaN,NaN,NaN
"12:39:07,392",1.8824,1.01186,4.70729,NaN,NaN,NaN,NaN
"12:39:07,408",-1.4798,1.01157,4.70171,NaN,NaN,NaN,NaN
"12:39:07,428",-3.50352,1.01204,4.7108,NaN,NaN,NaN,NaN
"12:39:07,436",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:07,446",8.82641,1.01192,4.71643,NaN,NaN,NaN,NaN
"12:39:07,456",NaN,NaN,NaN,NaN,NaN,0.029166,0.000399187
"12:39:07,464",3.81547,1.0114,4.7171,NaN,NaN,NaN,NaN
"12:39:07,482",3.72613,1.01008,4.71207,NaN,NaN,NaN,NaN
"12:39:07,500",-3.22823,1.00926,4.70645,NaN,NaN,NaN,NaN
"12:39:07,519",-4.13972,1.00969,4.71068,NaN,NaN,NaN,NaN
"12:39:07,537",-3.57361,1.01001,4.71811,NaN,NaN,NaN,NaN
"12:39:07,555",8.33182,1.0099,4.71874,NaN,NaN,NaN,NaN
"12:39:07,563",NaN,NaN,NaN,NaN,NaN,0.0238691,-0.00272999
"12:39:07,573",4.49062,1.00854,4.71455,NaN,NaN,NaN,NaN
"12:39:07,591",3.5122,1.00731,4.70732,NaN,NaN,NaN,NaN
"12:39:07,609",-1.2334,1.00645,4.70417,NaN,NaN,NaN,NaN
"12:39:07,628",-4.73198,1.00676,4.71328,NaN,NaN,NaN,NaN
"12:39:07,636",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:07,645",-3.02371,1.00796,4.7255,NaN,NaN,NaN,NaN
"12:39:07,656",NaN,NaN,NaN,NaN,NaN,0.0200339,0.000808508
"12:39:07,666",2.30153,1.00875,4.72613,NaN,NaN,NaN,NaN
"12:39:07,683",5.8075,1.0064,4.71387,NaN,NaN,NaN,NaN
"12:39:07,701",-1.82472,1.0045,4.69926,NaN,NaN,NaN,NaN
"12:39:07,718",-2.45344,1.00408,4.69679,NaN,NaN,NaN,NaN
"12:39:07,737",-6.77755,1.0051,4.71144,NaN,NaN,NaN,NaN
"12:39:07,755",2.40421,1.00666,4.73088,NaN,NaN,NaN,NaN
"12:39:07,763",NaN,NaN,NaN,NaN,NaN,0.0174289,-0.00270063
"12:39:07,774",3.67037,1.00724,4.73092,NaN,NaN,NaN,NaN
"12:39:07,791",1.23387,1.00545,4.71152,NaN,NaN,NaN,NaN
"12:39:07,809",-2.54545,1.0031,4.69703,NaN,NaN,NaN,NaN
"12:39:07,827",-3.77928,1.00265,4.69696,NaN,NaN,NaN,NaN
"12:39:07,835",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:07,847",-1.29203,1.00442,4.70894,NaN,NaN,NaN,NaN
"12:39:07,856",NaN,NaN,NaN,NaN,NaN,0.00696825,-0.00010063
"12:39:07,864",-3.56727,1.00376,4.71387,NaN,NaN,NaN,NaN
"12:39:07,883",1.30687,1.00321,4.71634,NaN,NaN,NaN,NaN
"12:39:07,900",1.35681,1.00335,4.71394,NaN,NaN,NaN,NaN
"12:39:07,919",1.94704,1.00403,4.709,NaN,NaN,NaN,NaN
"12:39:07,937",-1.39505,1.00457,4.7065,NaN,NaN,NaN,NaN
"12:39:07,955",-1.47645,1.00446,4.70483,NaN,NaN,NaN,NaN
"12:39:07,963",NaN,NaN,NaN,NaN,NaN,0.00532177,0.000590696
"12:39:07,973",-1.14082,1.00383,4.70705,NaN,NaN,NaN,NaN
"12:39:07,992",1.35325,1.00327,4.71144,NaN,NaN,NaN,NaN
"12:39:08,009",1.47526,1.00337,4.71345,NaN,NaN,NaN,NaN
"12:39:08,028",1.00145,1.00401,4.70959,NaN,NaN,NaN,NaN
"12:39:08,036",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:08,047",-1.45886,1.00455,4.70343,NaN,NaN,NaN,NaN
"12:39:08,056",NaN,NaN,NaN,NaN,NaN,0.00497507,-0.00136135
"12:39:08,065",-1.62643,1.00445,4.70534,NaN,NaN,NaN,NaN
"12:39:08,082",-1.7823,1.00383,4.71086,NaN,NaN,NaN,NaN
"12:39:08,100",1.45278,1.00229,4.71459,NaN,NaN,NaN,NaN
"12:39:08,120",1.67587,1.00137,4.71761,NaN,NaN,NaN,NaN
"12:39:08,143",1.11585,1.00283,4.70895,NaN,NaN,NaN,NaN
"12:39:08,157",NaN,NaN,NaN,NaN,NaN,0.00370539,-4.30849
"12:39:08,165",-4.91034,1.00286,4.70892,NaN,NaN,NaN,NaN
"12:39:08,178",-3.3192,1.00291,4.70855,NaN,NaN,NaN,NaN
"12:39:08,195",-3.30968,1.003,4.7085,NaN,NaN,NaN,NaN
"12:39:08,213",-1.4186,1.00302,4.70786,NaN,NaN,NaN,NaN
"12:39:08,232",-2.30163,1.00297,4.70747,NaN,NaN,NaN,NaN
"12:39:08,239",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:08,249",-4.13724,1.0029,4.70864,NaN,NaN,NaN,NaN
"12:39:08,257",NaN,NaN,NaN,NaN,NaN,0.00319882,4.49679
"12:39:08,267",-4.77897,1.00287,4.70754,NaN,NaN,NaN,NaN
"12:39:08,276",NaN,NaN,NaN,NaN,NaN,0.00338942,-0.000645285
"12:39:08,285",-4.15618,1.0029,4.70755,NaN,NaN,NaN,NaN
"12:39:08,303",-1.25068,1.00272,4.70892,NaN,NaN,NaN,NaN
"12:39:08,323",-1.08428,1.00268,4.7115,NaN,NaN,NaN,NaN
"12:39:08,338",-1.886,1.00273,4.71412,NaN,NaN,NaN,NaN
"12:39:08,356",1.87781,1.00178,4.7183,NaN,NaN,NaN,NaN
"12:39:08,375",3.89103,1.00084,4.7235,NaN,NaN,NaN,NaN
"12:39:08,384",NaN,NaN,NaN,NaN,NaN,0.00964457,0.228686
"12:39:08,394",5.53415,1.00084,4.73027,NaN,NaN,NaN,NaN
"12:39:08,411",5.38861,1.00184,4.73736,NaN,NaN,NaN,NaN
"12:39:08,429",4.60841,1.00184,4.74565,NaN,NaN,NaN,NaN
"12:39:08,437",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:08,448",2.11515,1.00093,4.75512,NaN,NaN,NaN,NaN
"12:39:08,470",7.98665,1.00003,4.76737,NaN,NaN,NaN,NaN
"12:39:08,484",NaN,NaN,NaN,NaN,NaN,0.00726916,0.499631
"12:39:08,492",1.32313,1.00076,4.7807,NaN,NaN,NaN,NaN
"12:39:08,522",2.49355,1.00065,4.80032,NaN,NaN,NaN,NaN
"12:39:08,539",2.33376,1.00073,4.81365,NaN,NaN,NaN,NaN
"12:39:08,575",2.57409,1.00085,4.84309,NaN,NaN,NaN,NaN
"12:39:08,584",NaN,NaN,NaN,NaN,NaN,0.00644591,0.778248
"12:39:08,596",3.10799,0.999766,4.86211,NaN,NaN,NaN,NaN
"12:39:08,632",5.12202,0.999676,4.89586,NaN,NaN,NaN,NaN
"12:39:08,640",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:08,652",3.82602,0.999788,4.91379,NaN,NaN,NaN,NaN
"12:39:08,671",2.80675,0.999859,4.93127,NaN,NaN,NaN,NaN
"12:39:08,685",NaN,NaN,NaN,NaN,NaN,0.00526266,0.902148
"12:39:08,693",1.79188,0.999951,4.9512,NaN,NaN,NaN,NaN
"12:39:08,707",5.28439,0.999781,4.96389,NaN,NaN,NaN,NaN
"12:39:08,723",6.31373,0.99972,4.97839,NaN,NaN,NaN,NaN
"12:39:08,743",6.07016,0.999762,4.99624,NaN,NaN,NaN,NaN
"12:39:08,766",9.281,0.999685,5.0169,NaN,NaN,NaN,NaN
"12:39:08,780",5.48939,0.999824,5.02963,NaN,NaN,NaN,NaN
"12:39:08,788",NaN,NaN,NaN,NaN,NaN,0.00534697,0.897229
"12:39:08,822",5.06228,1.00001,5.06789,NaN,NaN,NaN,NaN
"12:39:08,833",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:08,840",2.18807,0.999942,5.08449,NaN,NaN,NaN,NaN
"12:39:08,857",3.98428,0.999873,5.10028,NaN,NaN,NaN,NaN
"12:39:08,872",3.38797,0.999893,5.11421,NaN,NaN,NaN,NaN
"12:39:08,885",NaN,NaN,NaN,NaN,NaN,0.00387303,0.926614
"12:39:08,893",4.6658,0.999897,5.13383,NaN,NaN,NaN,NaN
"12:39:08,908",4.52768,0.999897,5.14789,NaN,NaN,NaN,NaN
"12:39:08,929",6.82377,0.999851,5.16726,NaN,NaN,NaN,NaN
"12:39:08,948",7.98813,0.999834,5.18499,NaN,NaN,NaN,NaN
"12:39:08,966",3.5492,0.999938,5.20174,NaN,NaN,NaN,NaN
"12:39:08,984",-2.01292,0.999059,5.21854,NaN,NaN,NaN,NaN
"12:39:08,992",NaN,NaN,NaN,NaN,NaN,0.0035954,0.931492
"12:39:09,003",-4.57873,0.998103,5.23642,NaN,NaN,NaN,NaN
"12:39:09,021",-1.55701,0.998027,5.25334,NaN,NaN,NaN,NaN
"12:39:09,036",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:09,043",5.13283,0.998888,5.2742,NaN,NaN,NaN,NaN
"12:39:09,061",6.52415,0.998896,5.29132,NaN,NaN,NaN,NaN
"12:39:09,080",4.20854,0.998965,5.30924,NaN,NaN,NaN,NaN
"12:39:09,088",NaN,NaN,NaN,NaN,NaN,0.00297311,0.946175
"12:39:09,103",2.36927,0.999002,5.32918,NaN,NaN,NaN,NaN
"12:39:09,118",7.65106,0.998891,5.34541,NaN,NaN,NaN,NaN
"12:39:09,136",6.50092,0.998873,5.36265,NaN,NaN,NaN,NaN
"12:39:09,153",1.96186,0.998941,5.37881,NaN,NaN,NaN,NaN
"12:39:09,170",-3.26037,0.999052,5.39516,NaN,NaN,NaN,NaN
"12:39:09,185",NaN,NaN,NaN,NaN,NaN,0.0018817,0.953808
"12:39:09,193",-4.57589,0.999103,5.41703,NaN,NaN,NaN,NaN
"12:39:09,207",5.31071,0.998937,5.43048,NaN,NaN,NaN,NaN
"12:39:09,218",8.57405,0.99885,5.4412,NaN,NaN,NaN,NaN
"12:39:09,233",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:09,241",0.000107889,0.998828,5.46319,NaN,NaN,NaN,NaN
"12:39:09,259",4.18397,0.998955,5.48051,NaN,NaN,NaN,NaN
"12:39:09,280",-1.21081,0.999061,5.50077,NaN,NaN,NaN,NaN
"12:39:09,288",NaN,NaN,NaN,NaN,NaN,0.00190946,0.958917
"12:39:09,298",5.81664,0.998942,5.51813,NaN,NaN,NaN,NaN
"12:39:09,335",8.96138,0.998854,5.55373,NaN,NaN,NaN,NaN
"12:39:09,350",-7.50795,0.999007,5.56827,NaN,NaN,NaN,NaN
"12:39:09,367",0.000933826,1.00013,5.58467,NaN,NaN,NaN,NaN
"12:39:09,385",NaN,NaN,NaN,NaN,NaN,0.00104547,0.965322
"12:39:09,392",0.00199675,1.00107,5.60924,NaN,NaN,NaN,NaN
"12:39:09,406",0.00104011,0.999968,5.62269,NaN,NaN,NaN,NaN
"12:39:09,422",5.93465,0.998881,5.63812,NaN,NaN,NaN,NaN
"12:39:09,433",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:09,441",5.21029,0.998889,5.65657,NaN,NaN,NaN,NaN
"12:39:09,460",0.00100935,0.999995,5.67513,NaN,NaN,NaN,NaN
"12:39:09,479",0.00296547,1.0011,5.69177,NaN,NaN,NaN,NaN
"12:39:09,487",NaN,NaN,NaN,NaN,NaN,0.00224822,0.971292
"12:39:09,495",0.00399874,1.00108,5.70929,NaN,NaN,NaN,NaN
"12:39:09,515",0.0030158,0.999987,5.7279,NaN,NaN,NaN,NaN
"12:39:09,531",0.00105186,0.998889,5.74437,NaN,NaN,NaN,NaN
"12:39:09,554",4.47879,0.998897,5.76592,NaN,NaN,NaN,NaN
"12:39:09,567",0.00207995,0.999954,5.77969,NaN,NaN,NaN,NaN
"12:39:09,585",0.0040443,1.00105,5.79726,NaN,NaN,NaN,NaN
"12:39:09,593",NaN,NaN,NaN,NaN,NaN,0.00117549,0.976205
"12:39:09,609",0.00397341,1.00109,5.81872,NaN,NaN,NaN,NaN
"12:39:09,626",0.00206393,0.999967,5.83745,NaN,NaN,NaN,NaN
"12:39:09,635",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:09,647",7.19287,0.998883,5.85804,NaN,NaN,NaN,NaN
"12:39:09,668",0.00202779,0.999987,5.8783,NaN,NaN,NaN,NaN
"12:39:09,680",0.00203766,0.999984,5.8878,NaN,NaN,NaN,NaN
"12:39:09,792",NaN,NaN,NaN,NaN,NaN,0.00129304,0.763975
"12:39:09,806",0.0019342,1.00003,5.98689,NaN,NaN,NaN,NaN
"12:39:09,824",0.00201967,0.999994,5.99886,NaN,NaN,NaN,NaN
"12:39:09,833",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:09,841",0.00211508,0.999957,6.00977,NaN,NaN,NaN,NaN
"12:39:09,857",0.0020657,0.99997,6.01976,NaN,NaN,NaN,NaN
"12:39:09,876",0.00200014,NaN,6.03104,NaN,NaN,NaN,NaN
"12:39:10,989",NaN,NaN,NaN,NaN,NaN,0.00321507,0.0193081
"12:39:10,997",0.000969234,0.999,6.2742,NaN,NaN,NaN,NaN
"12:39:11,013",0.00308205,0.998999,6.27436,NaN,NaN,NaN,NaN
"12:39:11,031",0.00515385,0.998998,6.27452,NaN,NaN,NaN,NaN
"12:39:11,039",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:11,049",0.00512308,0.998999,6.27472,NaN,NaN,NaN,NaN
"12:39:11,067",0.00304103,0.999,6.27492,NaN,NaN,NaN,NaN
"12:39:11,085",0.000989748,0.999001,6.2752,NaN,NaN,NaN,NaN
"12:39:11,093",NaN,NaN,NaN,NaN,NaN,0.00351071,0.0133569
"12:39:11,103",0.00102052,0.999,6.27548,NaN,NaN,NaN,NaN
"12:39:11,121",0.00309231,0.998999,6.27572,NaN,NaN,NaN,NaN
"12:39:11,140",0.00512308,0.998999,6.27592,NaN,NaN,NaN,NaN
"12:39:11,157",0.00507179,0.998999,6.27608,NaN,NaN,NaN,NaN
"12:39:11,175",0.00297949,0.999001,6.2762,NaN,NaN,NaN,NaN
"12:39:11,189",NaN,NaN,NaN,NaN,NaN,0.00233788,0.00918077
"12:39:11,197",0.000958979,0.999001,6.2764,NaN,NaN,NaN,NaN
"12:39:11,213",0.0030718,0.999,6.27652,NaN,NaN,NaN,NaN
"12:39:11,229",0.00515385,0.998998,6.27668,NaN,NaN,NaN,NaN
"12:39:11,236",NaN,NaN,NaN,0.0,1.0,NaN,NaN
"12:39:11,248",0.00513333,0.998999,6.27688,NaN,NaN,NaN,NaN
"12:39:11,266",0.00302051,0.999,6.27704,NaN,NaN,NaN,NaN
"12:39:11,283",0.000928209,0.999001,6.2772,NaN,NaN,NaN,NaN
"12:39:11,291",NaN,NaN,NaN,NaN,NaN,0.00248476,0.00975755
"12:39:11,302",0.000938466,0.999001,6.27733,NaN,NaN,NaN,NaN
"12:39:11,321",0.00406154,0.999,6.27753,NaN,NaN,NaN,NaN
"12:39:11,338",0.00713333,0.998999,6.27761,NaN,NaN,NaN,NaN
"12:39:11,357",0.00711282,0.998999,6.27777,NaN,NaN,NaN,NaN
"12:39:11,376",0.00401026,0.999,6.27789,NaN,NaN,NaN,NaN
"12:39:11,390",NaN,NaN,NaN,NaN,NaN,0.00200761,0.00788378
"12:39:11,398",0.00092821,0.999001,6.27801,NaN,NaN,NaN,NaN
"12:39:11,414",0.0040718,0.999,6.27817,NaN,NaN,NaN,NaN
"12:39:11,423",NaN,NaN,NaN,NaN,NaN,0.00180255,0.00707854
"12:39:11,431",0.00717436,0.998998,6.27754,NaN,NaN,NaN,NaN
"12:39:11,439",NaN,NaN,NaN,6.0,1.0,NaN,NaN
"12:39:11,449",0.00746155,0.998997,6.27762,NaN,NaN,NaN,NaN
"12:39:11,466",0.00485133,0.998998,6.2819,NaN,NaN,NaN,NaN
"12:39:11,486",0.00234368,0.999004,0.00396851,NaN,NaN,NaN,NaN
"12:39:11,503",0.00580525,0.999003,0.000207597,NaN,NaN,NaN,NaN
"12:39:11,521",0.00881547,0.998991,6.27629,NaN,NaN,NaN,NaN
"12:39:11,531",NaN,NaN,NaN,NaN,NaN,0.05773,0.0370735
"12:39:11,540",0.00972307,0.998971,6.27321,NaN,NaN,NaN,NaN
"12:39:11,558",0.00767178,0.99897,6.27775,NaN,NaN,NaN,NaN
"12:39:11,575",0.00696936,0.999003,0.00210782,NaN,NaN,NaN,NaN
"12:39:11,594",0.0099028,0.99905,0.00739137,NaN,NaN,NaN,NaN
"12:39:11,612",0.0152925,0.999063,0.00648681,NaN,NaN,NaN,NaN
"12:39:11,630",0.0200668,0.999016,0.0011316,NaN,NaN,NaN,NaN
"12:39:11,638",NaN,NaN,NaN,NaN,NaN,0.131811,0.0175873
"12:39:11,646",NaN,NaN,NaN,6.0,1.0,NaN,NaN
"12:39:11,653",0.0234463,0.99894,6.27973,NaN,NaN,NaN,NaN
"12:39:11,667",0.0223029,0.998999,0.00452281,NaN,NaN,NaN,NaN
"12:39:11,684",0.0227028,0.999092,0.0117755,NaN,NaN,NaN,NaN
"12:39:11,703",0.0272974,0.999128,0.00899402,NaN,NaN,NaN,NaN
"12:39:11,721",0.0342051,0.999022,6.28005,NaN,NaN,NaN,NaN
"12:39:11,731",NaN,NaN,NaN,NaN,NaN,0.194437,0.0194969
"12:39:11,740",0.0402051,0.998841,6.27077,NaN,NaN,NaN,NaN
"12:39:11,758",0.0430821,0.998775,6.27318,NaN,NaN,NaN,NaN
"12:39:11,776",0.0444105,0.998949,0.00380258,NaN,NaN,NaN,NaN
"12:39:11,793",0.0468103,0.99924,0.0152459,NaN,NaN,NaN,NaN
"12:39:11,831",NaN,NaN,NaN,NaN,NaN,0.264443,0.00269959
"12:39:11,839",NaN,NaN,NaN,6.0,1.0,NaN,NaN
"12:39:11,849",0.0637795,0.999462,0.0102466,NaN,NaN,NaN,NaN
"12:39:11,866",0.0707184,0.999065,0.00163708,NaN,NaN,NaN,NaN
"12:39:11,931",NaN,NaN,NaN,NaN,NaN,0.334232,0.0215005
"12:39:11,974",0.110844,0.998478,6.28111,NaN,NaN,NaN,NaN
"12:39:12,031",NaN,NaN,NaN,NaN,NaN,0.404182,0.0170917
"12:39:12,039",NaN,NaN,NaN,6.0,1.0,NaN,NaN
"12:39:12,075",0.154344,0.998427,6.28243,NaN,NaN,NaN,NaN
"12:39:12,132",NaN,NaN,NaN,NaN,NaN,0.476495,0.0158176
"12:39:12,175",0.204728,0.998438,0.000851119,NaN,NaN,NaN,NaN
"12:39:12,232",NaN,NaN,NaN,NaN,NaN,0.54883,0.00793749
"12:39:12,241",NaN,NaN,NaN,6.0,1.0,NaN,NaN
"12:39:12,275",0.262281,0.998514,0.00177755,NaN,NaN,NaN,NaN
"12:39:12,332",NaN,NaN,NaN,NaN,NaN,0.62017,0.00922637
"12:39:12,375",0.326962,0.998652,0.00250258,NaN,NaN,NaN,NaN
"12:39:12,432",NaN,NaN,NaN,NaN,NaN,0.692087,0.0025643
"12:39:12,439",NaN,NaN,NaN,6.0,1.0,NaN,NaN
"12:39:12,475",0.398956,0.998846,0.0028651,NaN,NaN,NaN,NaN
"12:39:12,532",NaN,NaN,NaN,NaN,NaN,0.766263,0.00133499
"12:39:12,575",0.478417,0.999087,0.0030665,NaN,NaN,NaN,NaN
"12:39:12,632",NaN,NaN,NaN,NaN,NaN,0.838797,0.000694471
"12:39:12,640",NaN,NaN,NaN,6.0,1.0,NaN,NaN
"12:39:12,676",0.565869,0.999361,0.00314706,NaN,NaN,NaN,NaN
"12:39:12,733",NaN,NaN,NaN,NaN,NaN,0.912081,-0.00229711
"12:39:12,776",0.659997,0.999652,0.0028651,NaN,NaN,NaN,NaN
"12:39:12,792",NaN,NaN,NaN,NaN,NaN,0.954368,0.000188071
"12:39:12,837",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:12,876",0.761204,0.999955,0.00290538,NaN,NaN,NaN,NaN
"12:39:12,899",NaN,NaN,NaN,NaN,NaN,1.03701,-0.00576923
"12:39:12,976",0.870257,1.00025,0.00242202,NaN,NaN,NaN,NaN
"12:39:13,000",NaN,NaN,NaN,NaN,NaN,1.11054,-0.0015556
"12:39:13,037",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:13,076",0.986603,1.00054,0.00214007,NaN,NaN,NaN,NaN
"12:39:13,084",0.996255,1.00056,0.00209979,NaN,NaN,NaN,NaN
"12:39:13,100",NaN,NaN,NaN,NaN,NaN,1.18587,-0.013168
"12:39:13,108",1.00178,1.00942,0.0123662,NaN,NaN,NaN,NaN
"12:39:13,121",1.01083,1.00947,0.0108074,NaN,NaN,NaN,NaN
"12:39:13,138",1.03122,1.00936,0.0106719,NaN,NaN,NaN,NaN
"12:39:13,156",1.0591,1.00916,0.0107827,NaN,NaN,NaN,NaN
"12:39:13,174",1.08874,1.00903,0.0092398,NaN,NaN,NaN,NaN
"12:39:13,200",NaN,NaN,NaN,NaN,NaN,1.2593,-0.0593977
"12:39:13,237",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:13,282",1.23246,1.0103,0.000857579,NaN,NaN,NaN,NaN
"12:39:13,302",NaN,NaN,NaN,NaN,NaN,1.33358,-0.0417895
"12:39:13,382",1.3715,1.01017,6.28062,NaN,NaN,NaN,NaN
"12:39:13,400",NaN,NaN,NaN,NaN,NaN,1.40814,-0.035539
"12:39:13,437",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:13,482",1.5162,1.00965,6.27902,NaN,NaN,NaN,NaN
"12:39:13,500",NaN,NaN,NaN,NaN,NaN,1.44929,-0.0130749
"12:39:13,582",1.66216,1.00895,6.27797,NaN,NaN,NaN,NaN
"12:39:13,600",NaN,NaN,NaN,NaN,NaN,1.45608,-0.0146274
"12:39:13,637",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:13,683",1.80958,1.00808,6.27673,NaN,NaN,NaN,NaN
"12:39:13,700",NaN,NaN,NaN,NaN,NaN,1.46109,-0.0076235
"12:39:13,783",1.95626,1.00709,6.27648,NaN,NaN,NaN,NaN
"12:39:13,801",NaN,NaN,NaN,NaN,NaN,1.46765,-0.00573787
"12:39:13,811",1.99765,1.00681,6.2764,NaN,NaN,NaN,NaN
"12:39:13,830",2.01127,1.00658,6.27441,NaN,NaN,NaN,NaN
"12:39:13,838",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:13,848",2.02289,1.00652,6.27305,NaN,NaN,NaN,NaN
"12:39:13,866",2.04812,1.00765,6.27225,NaN,NaN,NaN,NaN
"12:39:13,885",2.09059,1.00887,6.27381,NaN,NaN,NaN,NaN
"12:39:13,902",NaN,NaN,NaN,NaN,NaN,1.47581,-0.00125459
"12:39:13,993",2.26217,1.00772,6.27324,NaN,NaN,NaN,NaN
"12:39:14,001",NaN,NaN,NaN,NaN,NaN,1.48024,-0.00909272
"12:39:14,038",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:14,093",2.4103,1.00622,6.27316,NaN,NaN,NaN,NaN
"12:39:14,101",NaN,NaN,NaN,NaN,NaN,1.47758,-0.00061208
"12:39:14,193",2.55873,1.00474,6.27348,NaN,NaN,NaN,NaN
"12:39:14,201",NaN,NaN,NaN,NaN,NaN,1.48525,0.00369659
"12:39:14,238",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:14,293",2.70772,1.00333,6.27437,NaN,NaN,NaN,NaN
"12:39:14,302",NaN,NaN,NaN,NaN,NaN,1.48925,0.00760477
"12:39:14,393",2.85659,1.00204,6.27465,NaN,NaN,NaN,NaN
"12:39:14,401",NaN,NaN,NaN,NaN,NaN,1.48363,0.00365235
"12:39:14,438",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:14,486",2.99511,1.00089,6.27517,NaN,NaN,NaN,NaN
"12:39:14,494",2.99478,0.999679,6.27441,NaN,NaN,NaN,NaN
"12:39:14,502",NaN,NaN,NaN,NaN,NaN,1.4875,0.00909647
"12:39:14,510",3.01864,0.999473,6.27457,NaN,NaN,NaN,NaN
"12:39:14,523",3.03014,0.999578,6.27329,NaN,NaN,NaN,NaN
"12:39:14,540",3.05436,0.99975,6.27185,NaN,NaN,NaN,NaN
"12:39:14,601",NaN,NaN,NaN,NaN,NaN,1.48917,0.0204039
"12:39:14,638",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:14,648",3.22341,0.998434,6.27347,NaN,NaN,NaN,NaN
"12:39:14,702",NaN,NaN,NaN,NaN,NaN,1.49136,0.0208713
"12:39:14,748",3.37207,0.997154,6.27548,NaN,NaN,NaN,NaN
"12:39:14,802",NaN,NaN,NaN,NaN,NaN,1.48613,0.0175057
"12:39:14,839",NaN,NaN,NaN,7.0,1.0,NaN,NaN
"12:39:14,848",3.52171,0.996103,6.27681,NaN,NaN,NaN,NaN
"12:39:14,902",NaN,NaN,NaN,NaN,NaN,1.49171,0.0129595
"12:39:14,948",3.67087,0.995287,6.27862,NaN,NaN,NaN,NaN
"12:39:15,002",NaN,NaN,NaN,NaN,NaN,1.49185,0.0181192
"12:39:15,038",NaN,NaN,NaN,7.0,1.0,NaN,NaN
